,binWidth_0_1_NDI_male_P45_nrxn,binWidth_0_1_NDI_male_P45_control,L2FC,p_val,fdr_bh_adjusted_p_val,roi,animal_1,animal_2
wavelet-HHH_firstorder_10Percentile,0.5137915256753244,0.7321625119905893,-0.510980811956011,0.33921412752742963,0.9540151974402578,r_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_glszm_GrayLevelNonUniformityNormalized,0.5254893617550339,0.8074295941041505,-0.619674907883593,0.2129443674197502,0.9540151974402578,r_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_glszm_GrayLevelNonUniformity,0.28825696582940674,0.3508108652040402,-0.28333795964914554,0.7907611224880206,0.9540151974402578,r_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_glrlm_ShortRunLowGrayLevelEmphasis,0.38285730511337945,0.46794781753932496,-0.2895408739906755,0.6972131481864761,0.9540151974402578,r_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_glrlm_ShortRunHighGrayLevelEmphasis,0.36645750111219755,0.7045447532984823,-0.9430454551735957,0.16811037365555495,0.9540151974402578,r_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_glrlm_ShortRunEmphasis,0.4592163389719417,0.7885957062015649,-0.7801118809971475,0.15140536136458282,0.9540151974402578,r_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_glrlm_RunVariance,0.33755888781016985,0.6541298871743016,-0.9544379275304868,0.1947134569307386,0.9540151974402578,r_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_glrlm_RunPercentage,0.3793466807165302,0.617492096944136,-0.7029037580925876,0.34667192398265045,0.9540151974402578,r_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_glszm_GrayLevelVariance,0.43620022524344304,0.4906257459285017,-0.16963242735897816,0.8347632977602255,0.9540151974402578,r_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_glrlm_RunLengthNonUniformityNormalized,0.3424781151026135,0.668140656421231,-0.9641400491394971,0.13472539807309689,0.9540151974402578,r_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_glrlm_RunEntropy,0.30989504334070084,0.4114446949130112,-0.4089188414785868,0.6935170938405273,0.9540151974402578,r_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_glrlm_LongRunLowGrayLevelEmphasis,0.37905750830073437,0.5579395105330776,-0.5576919776511405,0.45207003358857034,0.9540151974402578,r_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_glrlm_LongRunHighGrayLevelEmphasis,0.5460329027423718,0.4892516426713172,0.15841119266099207,0.8296376097959208,0.9540151974402578,r_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
