,binWidth_0_25_NDI_male_P45_nrxn,binWidth_0_25_NDI_male_P45_control,L2FC,p_val,fdr_bh_adjusted_p_val,roi,animal_1,animal_2
wavelet-LLL_glrlm_GrayLevelNonUniformityNormalized,0.39210641991723827,0.6345093460246646,-0.69439615130098,0.28426974319538306,0.428840631508904,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-LLL_glcm_JointEntropy,0.7075552320525668,0.3512305779435517,1.010424319120333,0.08076967813202571,0.428840631508904,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-LLL_glcm_MaximumProbability,0.09950961707375017,0.5488075140604326,-2.4633923681811267,0.06364206164908692,0.428840631508904,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-LLL_glcm_SumAverage,0.08471815542078476,0.3648273262760569,-2.1064707114118546,0.2146755698370687,0.428840631508904,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-LLL_glcm_SumEntropy,0.776785012232617,0.387757517981295,1.0023606117615267,0.06757726760001853,0.428840631508904,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-LLL_glcm_SumSquares,0.6665322953241719,0.3902720701076331,0.7721945598175908,0.24148208821389827,0.428840631508904,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-LLL_gldm_SmallDependenceHighGrayLevelEmphasis,0.07081509228478881,0.30286040383461266,-2.096524202710302,0.29481957381473206,0.428840631508904,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-LLL_glrlm_HighGrayLevelRunEmphasis,0.050250428060729393,0.30170426364153713,-2.5859272934639947,0.26781277303683443,0.428840631508904,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-LLL_glrlm_LongRunEmphasis,0.1635315287194078,0.504242456208124,-1.6245487826141742,0.1756756858181477,0.428840631508904,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-LLL_glrlm_LongRunHighGrayLevelEmphasis,0.0047517004512237,0.24999911135716396,-5.717335265460316,0.2894189563633892,0.428840631508904,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
