,binWidth_0_25_NDI_male_P45_nrxn,binWidth_0_25_NDI_male_P45_control,L2FC,p_val,fdr_bh_adjusted_p_val,roi,animal_1,animal_2
wavelet-LLH_glcm_Idm,0.6114937330777241,0.10068953944275591,2.602423902626575,0.02115892617911509,0.18501143083172625,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-LLH_glcm_Contrast,0.2917849573122884,0.733772314986058,-1.3304269647100713,0.0211869992034632,0.18501143083172625,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-LLH_gldm_DependenceNonUniformity,0.366016183826958,0.764411060322978,-1.0624412125911071,0.03153603934631697,0.18501143083172625,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-LLH_gldm_DependenceNonUniformityNormalized,0.3660161838269582,0.7644110603229789,-1.062441212591108,0.031536039346316644,0.18501143083172625,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-LLH_glcm_DifferenceAverage,0.3756756464074069,0.8815456668309991,-1.2305477129136628,0.019961450414778637,0.18501143083172625,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-LLH_glcm_Id,0.6105392597960826,0.10179535626288896,2.5844123189658093,0.02173880332968517,0.18501143083172625,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-LLH_glrlm_ShortRunEmphasis,0.3565845827590768,0.8721963939323075,-1.2904086975048004,0.017585406021551467,0.18501143083172625,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-LLH_firstorder_Median,0.7876402457204849,0.30901744200268005,1.3498485588245774,0.011373451341269913,0.18501143083172625,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-LLH_glcm_InverseVariance,0.39420300230963967,0.8933888318083341,-1.1803494555168046,0.02578991793779324,0.18501143083172625,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-LLH_glrlm_LongRunEmphasis,0.5827910742815154,0.09939379454879767,2.551751094065668,0.021407158376229894,0.18501143083172625,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-LLH_glrlm_RunLengthNonUniformity,0.3861297571940656,0.8723313690129204,-1.1757905296402125,0.025051902349422166,0.18501143083172625,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-LLH_glrlm_RunLengthNonUniformityNormalized,0.39251899028856063,0.8752007178371525,-1.1568514673385968,0.023115092195556006,0.18501143083172625,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-LLH_glrlm_RunPercentage,0.391158126452245,0.8965390730096618,-1.1966145222770062,0.02314691849469206,0.18501143083172625,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-LLH_glrlm_RunVariance,0.5513281801734665,0.09221698119326485,2.5798070004402307,0.028013372792702867,0.18501143083172625,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-LLH_gldm_LargeDependenceEmphasis,0.59177045754144,0.10108228065446472,2.5495075555165196,0.02569957010096726,0.18501143083172625,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-LLH_glcm_Correlation,0.6201995665266627,0.14185149335835884,2.1283511787796847,0.03555057859172543,0.19552818225448987,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-LLH_glrlm_GrayLevelNonUniformity,0.368359618027875,0.8214275218216212,-1.1570183729315855,0.04923822423046288,0.24222592954497948,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-LLH_gldm_DependenceEntropy,0.6418660733984272,0.2750748061767709,1.2224482969026516,0.052673072384203545,0.24222592954497948,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-LLH_gldm_DependenceVariance,0.5864072525185366,0.21782191149716007,1.4287538591366349,0.05505134762385897,0.24222592954497948,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
