,binWidth_0_25_ODI_male_P45_nrxn,binWidth_0_25_ODI_male_P45_control,L2FC,p_val,fdr_bh_adjusted_p_val,roi,animal_1,animal_2
wavelet-LLL_glrlm_GrayLevelNonUniformityNormalized,0.3758971474196693,0.8903329168663403,-1.244006928090882,0.011801110806653425,0.03445203726897508,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glcm_SumEntropy,0.6085824689621693,0.0921540098235372,2.723333928510077,0.006614307864630944,0.03445203726897508,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glcm_JointEntropy,0.6881202617437139,0.1472609438174967,2.22428587150445,0.006543630417955987,0.03445203726897508,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glcm_JointEnergy,0.258638670200319,0.8351335192621935,-1.6910688759247854,0.004871027702415375,0.03445203726897508,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glcm_JointAverage,0.6697809089812661,0.16816851827278603,1.993781601570782,0.00913062663239127,0.03445203726897508,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_gldm_SmallDependenceHighGrayLevelEmphasis,0.5878667628177163,0.11952272855871407,2.298204223607517,0.012136513128843496,0.03445203726897508,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glrlm_HighGrayLevelRunEmphasis,0.6259055782718039,0.14581502698646895,2.101805629650847,0.010350431465081878,0.03445203726897508,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glrlm_LongRunLowGrayLevelEmphasis,0.2148957258491443,0.8313116765161841,-1.9517526869385253,0.0020019078614587956,0.03445203726897508,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glrlm_LowGrayLevelRunEmphasis,0.2666345243526296,0.7803075177985657,-1.5491792041181653,0.0113382092184861,0.03445203726897508,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glrlm_ShortRunHighGrayLevelEmphasis,0.623827445384435,0.11937485193214399,2.3856480820111146,0.004724952860292498,0.03445203726897508,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glszm_LargeAreaLowGrayLevelEmphasis,0.23655762794156193,0.8045760732209468,-1.7660371530457357,0.003197975076929414,0.03445203726897508,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_gldm_DependenceNonUniformity,0.7576736903533732,0.2816581736330388,1.4276313135166407,0.01183096802914572,0.03445203726897508,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_gldm_DependenceNonUniformityNormalized,0.757673690353373,0.28165817363303824,1.4276313135166432,0.01183096802914561,0.03445203726897508,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glcm_MaximumProbability,0.20313792456228635,0.8614950773412631,-2.0843829459927785,0.002416323817226435,0.03445203726897508,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glcm_Autocorrelation,0.6413411437366391,0.14903434381138703,2.1054471359518,0.009314167808971124,0.03445203726897508,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_firstorder_Uniformity,0.31634296211953616,0.820954980796564,-1.375813610566541,0.007874349910006524,0.03445203726897508,r_hippocampus,male_P45_nrxn,male_P45_control
