,binWidth_0_25_ODI_male_P45_nrxn,binWidth_0_25_ODI_male_P45_control,L2FC,p_val,fdr_bh_adjusted_p_val,roi,animal_1,animal_2
wavelet-HLL_firstorder_10Percentile,0.7050344329657484,0.3776259979081624,0.9007356271834526,0.16044927562129763,0.3209285635128048,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HLL_glcm_Imc2,0.13386213733436725,0.43139261877143403,-1.6882535372053777,0.1616138690405964,0.3209285635128048,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HLL_glcm_JointAverage,0.005371287396911062,0.5966416271571797,-6.795452909896402,0.06796524297447706,0.3209285635128048,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HLL_glcm_JointEntropy,0.22344810564310702,0.5794523925964811,-1.3747503214350247,0.12969286581025366,0.3209285635128048,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HLL_glcm_SumAverage,0.005371287396910951,0.5966416271571795,-6.795452909896431,0.06796524297447726,0.3209285635128048,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HLL_glcm_SumEntropy,0.24665029985074582,0.5998617995442963,-1.2821631193855727,0.1641111972508661,0.3209285635128048,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HLL_glcm_SumSquares,0.19499946681884683,0.5466462785490688,-1.4871374229455516,0.11839017149994727,0.3209285635128048,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HLL_gldm_SmallDependenceHighGrayLevelEmphasis,0.059176113880229864,0.5879726108674184,-3.312662090156602,0.06820988700955033,0.3209285635128048,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HLL_glrlm_GrayLevelVariance,0.21851828565458042,0.5586670403965013,-1.3542346985275164,0.13660736671097046,0.3209285635128048,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HLL_glrlm_HighGrayLevelRunEmphasis,0.009503401973363634,0.5962157795169922,-5.971246694541678,0.06915174292747805,0.3209285635128048,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HLL_glrlm_LongRunHighGrayLevelEmphasis,0.04501722600249783,0.5549947358717908,-3.6239250229366613,0.07596662826487582,0.3209285635128048,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
