,binWidth_1_ODI_male_P45_nrxn,binWidth_1_ODI_male_P45_control,L2FC,p_val,fdr_bh_adjusted_p_val,roi,animal_1,animal_2
wavelet-LLL_glcm_JointAverage,0.6455021841812245,0.13626004445129353,2.244059394657457,0.00370881061774418,0.009325009553185368,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glcm_SumAverage,0.645502184181225,0.13626004445129353,2.244059394657458,0.0037088106177441496,0.009325009553185368,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glcm_Autocorrelation,0.6363392452467702,0.133042165583033,2.2579125430567646,0.0042693212470472875,0.010078464619538612,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_gldm_LowGrayLevelEmphasis,0.3580642020978848,0.8593492175521431,-1.263026234215972,0.0042066650382077886,0.010078464619538612,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glrlm_LowGrayLevelRunEmphasis,0.2419912672833613,0.7551186293599107,-1.6417483240244484,0.004352064267528037,0.010078464619538612,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_firstorder_RobustMeanAbsoluteDeviation,0.7316961408282102,0.17041878160834284,2.102160308027503,0.0048288630311333685,0.01036438894487162,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_firstorder_90Percentile,0.6452709461581544,0.15682786592349213,2.040723141274731,0.004797149235537961,0.01036438894487162,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_gldm_HighGrayLevelEmphasis,0.6346221397029309,0.13681252509032554,2.2136975386327697,0.004660461892118755,0.01036438894487162,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_firstorder_Maximum,0.7087444688624727,0.17502134684351356,2.017734677013794,0.006179943975226255,0.012647327205114196,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glrlm_HighGrayLevelRunEmphasis,0.7241553527278541,0.23109383082058593,1.6478204844750197,0.006082151304398564,0.012647327205114196,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glcm_ClusterProminence,0.911145774194228,0.38464070381662935,1.2441704482327283,0.006660287447102907,0.013320574894205814,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_firstorder_Range,0.7284577123024649,0.18259737387624142,1.996179208267513,0.007161784475256502,0.014005267418279382,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_firstorder_RootMeanSquared,0.6516459593167089,0.15468425741759803,2.0747619801406487,0.007433376431617091,0.014220372303963131,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_firstorder_MeanAbsoluteDeviation,0.6641013055999605,0.15098419997944612,2.1370057508919698,0.008790689334782057,0.016459163009804705,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_firstorder_Energy,0.6215204956646702,0.13576737378223633,2.1946651397026704,0.00923836640675825,0.016591351914178088,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_firstorder_TotalEnergy,0.62152049566467,0.13576737378223633,2.19466513970267,0.009238366406758253,0.016591351914178088,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glrlm_GrayLevelNonUniformityNormalized,0.1978617137631078,0.6928454167393546,-1.8080410253934718,0.009646037057506846,0.01697702522121205,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_firstorder_Mean,0.6600673517493884,0.16511181408233924,1.9991698895789567,0.009952380437187889,0.017172734872010473,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glcm_Imc2,0.6995308031175185,0.26581545003967433,1.3959626253001243,0.012098065005100344,0.02047364847016981,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glrlm_GrayLevelVariance,0.7746136509673633,0.30686979723153457,1.3358502663911331,0.015772417806784907,0.02618816541503909,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glrlm_ShortRunEmphasis,0.8645502554808178,0.3305542264570775,1.3870628677275225,0.017603791220650485,0.028687659766985976,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_firstorder_10Percentile,0.7607740699380469,0.2440723667289884,1.6401591085321663,0.018817769662560768,0.03010843146009723,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_firstorder_Variance,0.5879190473288674,0.12207569185013915,2.267841564600458,0.019428435301340422,0.03053039833067781,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_firstorder_Median,0.6549739011034132,0.17814511296225638,1.8783845136924906,0.02072681376992706,0.03199929143427336,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glcm_ClusterShade,0.8826071297586344,0.4261128265661494,1.050535922326136,0.024554858935524497,0.037255648040106136,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_firstorder_Kurtosis,0.1224460770979775,0.5252944651042251,-2.10097982937983,0.03044255518010565,0.04540584501439487,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glcm_Correlation,0.6384370500441566,0.3084067397604365,1.0497100835634423,0.06576963791013224,0.09646213560152729,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glcm_MCC,0.6264261136586483,0.3052065963711611,1.0373582119282663,0.07745942714904061,0.11174474736255038,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glszm_LowGrayLevelZoneEmphasis,0.15102243626495426,0.5139294531074182,-1.7668074390331752,0.08767071559823304,0.12443585439749205,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glrlm_ShortRunHighGrayLevelEmphasis,0.7457270975361769,0.3231738350285765,1.2063373672074704,0.0891384077930684,0.12451079183793681,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glrlm_ShortRunLowGrayLevelEmphasis,0.8247651804717253,0.477797817209451,0.7875831640623981,0.09247694237562483,0.12519955275469208,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glszm_HighGrayLevelZoneEmphasis,0.8165093197772938,0.45972226819082823,0.8287068034263151,0.0919200900292572,0.12519955275469208,r_hippocampus,male_P45_nrxn,male_P45_control
