,binWidth_1_ODI_male_P45_nrxn,binWidth_1_ODI_male_P45_control,L2FC,p_val,fdr_bh_adjusted_p_val,roi,animal_1,animal_2
wavelet-HLL_firstorder_Skewness,0.4975076573256312,0.3997240158846755,0.31571447672223624,0.6880040709480639,0.9790367186353777,l_hippocampus,male_P45_nrxn,male_P45_control
wavelet-HLL_firstorder_RootMeanSquared,0.5772041958476184,0.39178234572560366,0.5590293980306894,0.43006100488825894,0.9790367186353777,l_hippocampus,male_P45_nrxn,male_P45_control
wavelet-HLL_firstorder_RobustMeanAbsoluteDeviation,0.5981017978470236,0.3481396820688808,0.7807247878335877,0.3050367537017384,0.9790367186353777,l_hippocampus,male_P45_nrxn,male_P45_control
wavelet-HLL_firstorder_Range,0.4859980920963568,0.4785573775823124,0.02225874033802037,0.9790367186353777,0.9790367186353777,l_hippocampus,male_P45_nrxn,male_P45_control
wavelet-HLL_glcm_ClusterProminence,0.5972865618155572,0.551900190142117,0.11401588077891162,0.86163659724145,0.9790367186353777,l_hippocampus,male_P45_nrxn,male_P45_control
wavelet-HLL_firstorder_Minimum,0.43108602466856794,0.5357462394942054,-0.31357402568439396,0.724306224059571,0.9790367186353777,l_hippocampus,male_P45_nrxn,male_P45_control
wavelet-HLL_firstorder_Mean,0.4610816600848705,0.5392840128475476,-0.22602298311058133,0.7569416245291405,0.9790367186353777,l_hippocampus,male_P45_nrxn,male_P45_control
wavelet-HLL_firstorder_MeanAbsoluteDeviation,0.5817443796460435,0.3619194561639131,0.684716700934836,0.35341116799454164,0.9790367186353777,l_hippocampus,male_P45_nrxn,male_P45_control
wavelet-HLL_firstorder_Maximum,0.40689378619054856,0.5818449902306474,-0.5159826061242107,0.4141280110222837,0.9790367186353777,l_hippocampus,male_P45_nrxn,male_P45_control
wavelet-HLL_firstorder_Kurtosis,0.34299869887307016,0.4069721305836927,-0.24672689853515983,0.7838172983098972,0.9790367186353777,l_hippocampus,male_P45_nrxn,male_P45_control
wavelet-HLL_firstorder_InterquartileRange,0.5936643768336162,0.33679562250295164,0.817774158857937,0.2905914582105537,0.9790367186353777,l_hippocampus,male_P45_nrxn,male_P45_control
wavelet-HLL_firstorder_Entropy,0.695841310300267,0.5791662011854101,0.26478091808096677,0.6317160514340971,0.9790367186353777,l_hippocampus,male_P45_nrxn,male_P45_control
wavelet-HLL_firstorder_Energy,0.5530507682697484,0.3614431628392837,0.6136431209470883,0.4143607547856787,0.9790367186353777,l_hippocampus,male_P45_nrxn,male_P45_control
wavelet-HLL_firstorder_90Percentile,0.6654092132058536,0.4421395156873932,0.5897401626177889,0.3194968712195823,0.9790367186353777,l_hippocampus,male_P45_nrxn,male_P45_control
wavelet-HLL_firstorder_Median,0.3611439560399848,0.3832135682114717,-0.08557461639372023,0.9390942889377756,0.9790367186353777,l_hippocampus,male_P45_nrxn,male_P45_control
wavelet-HLL_glcm_ClusterShade,0.6125664780267495,0.44943178109646614,0.4467642725337618,0.4804685655755654,0.9790367186353777,l_hippocampus,male_P45_nrxn,male_P45_control
wavelet-HLL_glcm_ClusterTendency,0.601320884005661,0.5298755995434142,0.18248137085675528,0.7750301473161126,0.9790367186353777,l_hippocampus,male_P45_nrxn,male_P45_control
wavelet-HLL_glcm_Contrast,0.4172896827047099,0.43282798594748045,-0.052744533403504074,0.9548634917125693,0.9790367186353777,l_hippocampus,male_P45_nrxn,male_P45_control
wavelet-HLL_glcm_SumSquares,0.653129120582193,0.4867427077448383,0.4242088690336189,0.4816318046265524,0.9790367186353777,l_hippocampus,male_P45_nrxn,male_P45_control
wavelet-HLL_glcm_SumEntropy,0.769963728771355,0.46569470579601385,0.7254060042312716,0.1385167616735185,0.9790367186353777,l_hippocampus,male_P45_nrxn,male_P45_control
wavelet-HLL_glcm_SumAverage,0.37845415562091844,0.5653992701935536,-0.5791514723128848,0.42966114277444867,0.9790367186353777,l_hippocampus,male_P45_nrxn,male_P45_control
wavelet-HLL_glcm_MaximumProbability,0.42244180620592386,0.5656638787907635,-0.4211924332143626,0.5229883081225781,0.9790367186353777,l_hippocampus,male_P45_nrxn,male_P45_control
wavelet-HLL_glcm_MCC,0.5918107786418748,0.5514947199619555,0.10178889910852608,0.877075570546711,0.9790367186353777,l_hippocampus,male_P45_nrxn,male_P45_control
wavelet-HLL_glcm_JointEntropy,0.5398629329423628,0.2999900586873565,0.8476784722417537,0.3380765873868171,0.9790367186353777,l_hippocampus,male_P45_nrxn,male_P45_control
wavelet-HLL_glcm_JointEnergy,0.4422257429242542,0.6629324841859614,-0.5840789377074619,0.35485567691196235,0.9790367186353777,l_hippocampus,male_P45_nrxn,male_P45_control
wavelet-HLL_glcm_JointAverage,0.3784541556209202,0.5653992701935507,-0.5791514723128707,0.429661142774459,0.9790367186353777,l_hippocampus,male_P45_nrxn,male_P45_control
wavelet-HLL_glcm_InverseVariance,0.4172896827047099,0.43282798594748045,-0.052744533403504074,0.9548634917125693,0.9790367186353777,l_hippocampus,male_P45_nrxn,male_P45_control
wavelet-HLL_glcm_Imc2,0.6171071931829075,0.5605384981022623,0.1387076496117598,0.8284653288064452,0.9790367186353777,l_hippocampus,male_P45_nrxn,male_P45_control
wavelet-HLL_glcm_Imc1,0.6832185199350364,0.5353099763477867,0.3519725426698308,0.5688129198761087,0.9790367186353777,l_hippocampus,male_P45_nrxn,male_P45_control
wavelet-HLL_glcm_Idn,0.5827103172953016,0.5671720140525253,0.03899250735380469,0.9548634917125525,0.9790367186353777,l_hippocampus,male_P45_nrxn,male_P45_control
wavelet-HLL_glcm_Idmn,0.5827103172953301,0.5671720140525451,0.038992507353824646,0.954863491712528,0.9790367186353777,l_hippocampus,male_P45_nrxn,male_P45_control
wavelet-HLL_glcm_Idm,0.5827103172952874,0.5671720140525196,0.03899250735378411,0.9548634917125771,0.9790367186353777,l_hippocampus,male_P45_nrxn,male_P45_control
wavelet-HLL_glcm_Id,0.5827103172952874,0.5671720140525196,0.03899250735378411,0.9548634917125771,0.9790367186353777,l_hippocampus,male_P45_nrxn,male_P45_control
wavelet-HLL_glcm_DifferenceVariance,0.6858425692184866,0.5265530138005516,0.38129866265331225,0.5524254832853472,0.9790367186353777,l_hippocampus,male_P45_nrxn,male_P45_control
wavelet-HLL_glcm_DifferenceEntropy,0.6911116763226346,0.5275477992735318,0.38961703635175765,0.5397655779351405,0.9790367186353777,l_hippocampus,male_P45_nrxn,male_P45_control
wavelet-HLL_glcm_DifferenceAverage,0.4172896827047099,0.43282798594748045,-0.052744533403504074,0.9548634917125693,0.9790367186353777,l_hippocampus,male_P45_nrxn,male_P45_control
wavelet-HLL_glcm_Correlation,0.5918107786418617,0.5514947199619494,0.10178889910851026,0.8770755705467341,0.9790367186353777,l_hippocampus,male_P45_nrxn,male_P45_control
wavelet-HLL_gldm_SmallDependenceHighGrayLevelEmphasis,0.5563577460205797,0.5293131649587781,0.07189131815260676,0.915746795967317,0.9790367186353777,l_hippocampus,male_P45_nrxn,male_P45_control
wavelet-HLL_gldm_SmallDependenceLowGrayLevelEmphasis,0.43794101795731355,0.2766667879094028,0.6625871122934619,0.4379566415243712,0.9790367186353777,l_hippocampus,male_P45_nrxn,male_P45_control
