,binWidth_0_05_NDI_male_P45_nrxn,binWidth_0_05_NDI_male_P45_control,L2FC,p_val,fdr_bh_adjusted_p_val,roi,animal_1,animal_2
wavelet-HHH_gldm_SmallDependenceLowGrayLevelEmphasis,0.5624488460888001,0.35730530388422316,0.65456456163705,0.40303911971376005,0.9410298381784047,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_glcm_Idmn,0.33756593829664894,0.5760865854383397,-0.7711163261860629,0.34894103875428123,0.9410298381784047,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_glcm_Idn,0.260385366936573,0.539784922252742,-1.0517363041281484,0.26940577267093757,0.9410298381784047,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_glcm_Imc1,0.9208696938585565,0.5210829825537081,0.8214838843552019,0.048646828754619946,0.9410298381784047,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_glcm_Imc2,0.20352045351890524,0.565551166636358,-1.4744837632611816,0.06018785147209236,0.9410298381784047,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_glcm_InverseVariance,0.8107368772668408,0.6271684375533197,0.3703808099448821,0.3788355194259704,0.9410298381784047,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_glcm_JointAverage,0.14988833754777867,0.40051547777876256,-1.4179698611400806,0.23893260084847975,0.9410298381784047,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_glcm_MCC,0.04880860716574781,0.43499494773279784,-3.155791157071275,0.08248609274463876,0.9410298381784047,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_glszm_LowGrayLevelZoneEmphasis,0.551584162710007,0.35918988968452725,0.6188342919296286,0.42774083553563846,0.9410298381784047,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_glcm_SumAverage,0.14988833754777875,0.40051547777876284,-1.4179698611400808,0.23893260084847928,0.9410298381784047,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_glrlm_ShortRunLowGrayLevelEmphasis,0.609781580002922,0.39815807178715146,0.6149512653340458,0.3645835244340062,0.9410298381784047,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_glszm_LargeAreaLowGrayLevelEmphasis,0.6306630435194432,0.4101502442138303,0.6207169071327449,0.34405406771504143,0.9410298381784047,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_gldm_SmallDependenceHighGrayLevelEmphasis,0.09748402358381744,0.3411476325732285,-1.8071585009970752,0.2573981033672482,0.9410298381784047,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_glszm_HighGrayLevelZoneEmphasis,0.10151352572724687,0.3628902464139204,-1.8378613154586754,0.22346613618987676,0.9410298381784047,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_glrlm_HighGrayLevelRunEmphasis,0.10049802278833199,0.34808889506615787,-1.792288671195299,0.2507589235874899,0.9410298381784047,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_glszm_GrayLevelVariance,0.2157413112722959,0.504463026688192,-1.225446076880207,0.1966413949706036,0.9410298381784047,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_glrlm_LongRunHighGrayLevelEmphasis,0.10050471828155819,0.3569129351997064,-1.8283089567613038,0.23662310613337698,0.9410298381784047,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_glrlm_LongRunLowGrayLevelEmphasis,0.6000928237486918,0.3912065482588346,0.6172551581744005,0.36478714471600093,0.9410298381784047,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_glrlm_LowGrayLevelRunEmphasis,0.6149693318281982,0.4014131412557715,0.615426618184705,0.3623125021102429,0.9410298381784047,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_glrlm_RunEntropy,0.26621875759120694,0.5289189859029463,-0.9904345366831697,0.25116746009232693,0.9410298381784047,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_glszm_GrayLevelNonUniformityNormalized,0.6843810683561942,0.4922982334617556,0.47526728924017964,0.4171462483004288,0.9410298381784047,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_glszm_LargeAreaHighGrayLevelEmphasis,0.12318683123949194,0.38256596376744034,-1.634860486166983,0.23575192310973384,0.9410298381784047,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_glszm_SmallAreaLowGrayLevelEmphasis,0.5515675135010687,0.3473017293490967,0.6673478923087466,0.4143059357369828,0.9410298381784047,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_glszm_SmallAreaHighGrayLevelEmphasis,0.09590077313479253,0.36359160457757295,-1.9227045365709794,0.21262309650919947,0.9410298381784047,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_glrlm_ShortRunHighGrayLevelEmphasis,0.10333720762300283,0.3481153887648796,-1.752205786237732,0.2545475306923257,0.9410298381784047,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_firstorder_Range,0.09114154177177436,0.4530235590915138,-2.3134053974592703,0.10620352700705296,0.9410298381784047,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_glcm_Correlation,0.606285063987317,0.36999345212530416,0.7124965424544075,0.32093276234283674,0.9410298381784047,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_gldm_HighGrayLevelEmphasis,0.10054223689296615,0.34754556614927357,-1.7894004476984886,0.252119172776521,0.9410298381784047,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_firstorder_Skewness,0.09481965201270834,0.4458126169865023,-2.2331794435204726,0.1422180388389805,0.9410298381784047,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_firstorder_Maximum,0.1691608834708622,0.5266228646710006,-1.6383741608041995,0.1447587782736591,0.9410298381784047,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HHH_gldm_DependenceVariance,0.3400682298735189,0.5552472300661571,-0.7073060589604401,0.39793362609781735,0.9410298381784047,l_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
