,binWidth_0_5_NDI_male_P45_nrxn,binWidth_0_5_NDI_male_P45_control,L2FC,p_val,fdr_bh_adjusted_p_val,roi,animal_1,animal_2
wavelet-HLL_glcm_ClusterTendency,0.6443719987207777,0.10779140136384022,2.579651705539632,0.029569978199934115,0.17809756888062656,r_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HLL_glrlm_GrayLevelNonUniformity,0.35950832590175175,0.870708849121829,-1.2761652030834747,0.037093671180750964,0.17809756888062656,r_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HLL_glcm_DifferenceAverage,0.35654944314726444,0.8670652040940456,-1.2820383386821927,0.03636602681070832,0.17809756888062656,r_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HLL_glcm_ClusterProminence,0.6457353434501956,0.11538091356431472,2.4845384016630065,0.03048284487005288,0.17809756888062656,r_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HLL_glrlm_ShortRunHighGrayLevelEmphasis,0.28700365715819043,0.831110065128837,-1.5339704272444012,0.02276755823096848,0.17809756888062656,r_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HLL_glcm_Id,0.6434505568527378,0.13293479590595397,2.275110513213105,0.03636602681070769,0.17809756888062656,r_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HLL_glcm_Idm,0.6434505568527378,0.13293479590595397,2.275110513213105,0.03636602681070769,0.17809756888062656,r_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HLL_glcm_Idmn,0.643450556852752,0.13293479590595894,2.2751105132130833,0.03636602681070313,0.17809756888062656,r_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HLL_glcm_Idn,0.6434505568527324,0.13293479590595184,2.2751105132131166,0.03636602681070723,0.17809756888062656,r_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HLL_glrlm_ShortRunEmphasis,0.3347528719082451,0.8579616853827886,-1.357816788928144,0.02711458830244407,0.17809756888062656,r_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HLL_glcm_Contrast,0.35654944314726444,0.8670652040940456,-1.2820383386821927,0.03636602681070832,0.17809756888062656,r_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HLL_glcm_InverseVariance,0.35654944314726444,0.8670652040940456,-1.2820383386821927,0.03636602681070832,0.17809756888062656,r_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HLL_glrlm_RunPercentage,0.36016496558271927,0.8724187040113922,-1.2763628481926197,0.037148845935789904,0.17809756888062656,r_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HLL_glrlm_RunLengthNonUniformityNormalized,0.3469655726407883,0.8571422484667168,-1.3047421293249137,0.03434183919582048,0.17809756888062656,r_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HLL_glrlm_RunLengthNonUniformity,0.33271463149789315,0.8217337115692402,-1.3043856427006086,0.035517463431084965,0.17809756888062656,r_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HLL_glrlm_RunEntropy,0.6295518963879498,0.12159480501187829,2.372243717024741,0.03845288419013528,0.17809756888062656,r_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HLL_gldm_LargeDependenceHighGrayLevelEmphasis,0.7233915626424057,0.23473982934306034,1.623714119991756,0.026617614254528396,0.17809756888062656,r_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HLL_glcm_SumEntropy,0.7030051812688782,0.22722918858942337,1.6293871549728716,0.02826528661980689,0.17809756888062656,r_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HLL_glcm_Correlation,0.6441433688009315,0.12156427330762906,2.4056625333386803,0.03258494360982589,0.17809756888062656,r_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HLL_gldm_LargeDependenceEmphasis,0.6219697078949844,0.12940374811620803,2.264964912870077,0.042754564266644236,0.18812008277323464,r_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
wavelet-HLL_glrlm_LongRunHighGrayLevelEmphasis,0.7250413328057937,0.26505517324181893,1.4517705430979009,0.04610687506351665,0.1932097621709269,r_globus_pallidus_caudate_putamen,male_P45_nrxn,male_P45_control
