,binWidth_0_25_NDI_male_P45_nrxn,binWidth_0_25_NDI_male_P45_control,L2FC,p_val,fdr_bh_adjusted_p_val,roi,animal_1,animal_2
wavelet-LLH_firstorder_10Percentile,0.3632983548006775,0.746151544599432,-1.0383138414505324,0.06560525951400602,0.6854196212451468,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLH_gldm_SmallDependenceHighGrayLevelEmphasis,0.36683181259252606,0.672339150620046,-0.8740704022553955,0.1461133026206165,0.6854196212451468,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLH_glrlm_HighGrayLevelRunEmphasis,0.21575793295581747,0.5819798206271827,-1.431555525299889,0.0749367471308815,0.6854196212451468,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLH_glcm_Autocorrelation,0.23350334046354249,0.6160539496127143,-1.3996135083383667,0.13961706008507524,0.6854196212451468,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLH_glszm_GrayLevelNonUniformity,0.20392775903992472,0.5464352298296367,-1.4219923290594714,0.1635660459789555,0.6854196212451468,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLH_glszm_LargeAreaEmphasis,0.6212004884635107,0.2946357778164886,1.0761263357284079,0.12156941649394783,0.6854196212451468,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLH_glszm_LargeAreaHighGrayLevelEmphasis,0.6053478696351557,0.29482957580049046,1.0378831853393675,0.14157337035507905,0.6854196212451468,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLH_glszm_LargeAreaLowGrayLevelEmphasis,0.6358259335472665,0.2944604506275019,1.1105579843506475,0.10669500426245372,0.6854196212451468,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLH_glszm_SizeZoneNonUniformity,0.2209770838579703,0.5534640522875817,-1.3245928518727579,0.15810076570816695,0.6854196212451468,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLH_firstorder_RobustMeanAbsoluteDeviation,0.6740658313105681,0.3313029109593407,1.0247386166869943,0.10057329296777572,0.6854196212451468,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLH_glcm_SumAverage,0.2281382373298868,0.6493486581041253,-1.5090850486940046,0.11967629512021438,0.6854196212451468,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLH_glszm_ZonePercentage,0.26923076923076916,0.5538461538461538,-1.040641984497346,0.1633357738220636,0.6854196212451468,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLH_firstorder_Median,0.17220129963934078,0.6780122026833568,-1.9772152077390133,0.047588716221737486,0.6854196212451468,r_hippocampus,male_P45_nrxn,male_P45_control
